Title,IMDb,Netflix,Hulu,Prime Video,Disney+,Genres,Runtime
Watermark,6.9,0,0,1,0,Documentary,92
Dane Cook: Vicious Circle,6.7,0,0,1,0,Documentary;Comedy,90
This Divided State,7.3,0,0,1,0,Documentary,88
Urusei Yatsura 2: Beautiful Dreamer,7.5,0,0,1,0,Animation;Adventure;Comedy;Fantasy;Mystery;Sci-Fi;Thriller,98
Mother of Mine,7.6,0,0,1,0,Drama;War,111
The Jurassic Games,3.8,0,0,1,0,Action;Adventure;Horror;Sci-Fi;Thriller,86
The Man from Elysian Fields,6.6,0,0,1,0,Drama;Romance,106
Awaara,8,0,0,1,0,Drama;Musical;Romance,193
Frankenstein's Army,5.3,0,0,1,0,Horror,84
Fighter In The Wind,7,0,0,1,0,Action;Biography;Drama;History;War,120
Jack's Back,5.9,0,0,1,0,Crime;Horror;Mystery;Thriller,97
Maya,7.7,0,0,1,0,Drama,140
Days and Clouds,6.9,0,0,1,0,Drama,118
The Ice Cream Truck,5.2,0,0,1,0,Comedy;Horror;Mystery;Thriller,96
Kung Fu Killer,5,0,0,1,0,Action;Crime;Thriller,100
A Little Bit of Heaven,6.3,0,0,1,0,Comedy;Drama;Fantasy;Romance,106
Into the Storm,7.1,0,0,1,0,Action;Adventure;Drama;Thriller,89
Mike Tyson: Undisputed Truth,7.4,0,0,1,0,Comedy,90
Citadel,5.5,0,0,1,0,Drama,
Healing,6.7,0,0,1,0,Drama,112
Tapeheads,5.7,0,0,1,0,Comedy;Music,93
The Scarlet and the Black,7.6,0,0,1,0,Drama;History;War,143
Laaga Chunari Mein Daag - Journey of A Woman,5.3,0,0,1,0,Drama;Family;Romance,122
The Monster Project,4.4,0,0,1,0,Action;Fantasy;Horror;Thriller,99
The Carer,6.5,0,0,1,0,Comedy;Drama,89
Golmaal Again,4.9,0,0,1,0,Action;Comedy;Drama;Fantasy;Horror,140
Holly,6.8,0,0,1,0,Drama;Family;Music,120
Escanaba in da Moonlight,6.5,0,0,1,0,Comedy;Fantasy,91
Portrait of Wally,6.8,0,0,1,0,Documentary;History;News,90
Jim Jefferies: I Swear to God,8.2,0,0,1,0,Comedy,58
Madame Bovary,5.7,0,0,1,0,Drama;Romance,118
Hanover Street,6,0,0,1,0,Action;Adventure;Drama;Romance;War,109
Mike Bassett: England Manager,6.9,0,0,1,0,Comedy;Sport,89
The High Cost of Living,6.8,0,0,1,0,Drama,92
A Brand New Life,7.5,0,0,1,0,Drama,92
The Quiet Ones,5.1,0,0,1,0,Horror;Mystery;Thriller,98
The Last Rites of Joe May,6.9,0,0,1,0,Drama,107
Kavan,7.1,0,0,1,0,Action;Thriller,150
Fanny's Journey,6.9,0,0,1,0,Drama;War,94
Caged Heat,5.3,0,0,1,0,Action;Adventure;Sci-Fi,130
A Company Man,6.7,0,0,1,0,Action;Drama,96
The Art of Travel,6.4,0,0,1,0,Drama,100
Just Jim,5.8,0,0,1,0,Comedy;Drama;Thriller,84
Beneath the Harvest Sky,6.2,0,0,1,0,Crime;Drama;Romance,116
Redwood Highway,6.4,0,0,1,0,Drama,90
Fear City,5.7,0,0,1,0,Crime;Drama;Mystery;Thriller,95
Kaala Patthar,7.7,0,0,1,0,Action;Drama;History;Thriller,176
Indictment: The McMartin Trial,7.6,0,0,1,0,Drama;Thriller,131
All Cheerleaders Die,5.1,0,0,1,0,Comedy;Fantasy;Horror,89
Bad Hurt,5.9,0,0,1,0,Drama,101
The Witch Who Came from the Sea,5.6,0,0,1,0,Drama;Horror;Thriller,83
Yesterday was a lie,5.1,0,0,1,0,Drama;Music;Mystery;Romance;Sci-Fi,89
Razzia,6.2,0,0,1,0,Drama;History;War,115
Henry's Crime,6,0,0,1,0,Comedy;Crime;Drama;Romance,108
Trafficked,5.6,0,0,1,0,Drama;Thriller,104
OT: Our Town,7.2,0,0,1,0,Documentary,76
Disorder in the Court,8.1,0,0,1,0,Short;Comedy;Crime,16
Voice from the Stone,5.2,0,0,1,0,Drama;Mystery;Thriller,94
Brain Dead,6,0,0,1,0,Horror;Mystery;Sci-Fi;Thriller,85
My Mistress,5.5,0,0,1,0,Drama;Romance,104
The Driller Killer,5.1,0,0,1,0,Drama;Horror;Thriller,96
The Yes Men Are Revolting,6.8,0,0,1,0,Documentary,91
The Motel Life,5.9,0,0,1,0,Animation;Drama;Mystery;Thriller,85
La Bare,6,0,0,1,0,Documentary,91
Maanagaram,8.1,0,0,1,0,Action;Thriller,137
Mandingo,6.3,0,0,1,0,Drama;History;Romance,127
Ishqiya,7.3,0,0,1,0,Comedy;Drama;Romance;Thriller,118
The Town That Dreaded Sundown,6.1,0,0,1,0,Crime;Drama;Horror;Mystery;Thriller,90
Savannah Smiles,7.2,0,0,1,0,Comedy;Family,105
Lady of Burlesque,6.4,0,0,1,0,Comedy;Music;Mystery;Romance,91
Khadak,6.9,0,0,1,0,Drama;Romance,104
Scandal Makers,7.2,0,0,1,0,Comedy;Drama;Music,108
Where the Red Fern Grows,6.9,0,0,1,0,Drama;Family,97
RiP!: A Remix Manifesto,7.6,0,0,1,0,Documentary;Music,87
Michael Moore Hates America,4.9,0,0,1,0,Documentary,125
Canadian Bacon,6,0,0,1,0,Comedy,91
Living on One Dollar,7.3,0,0,1,0,Documentary;Adventure;Drama,56
The Scapegoat,7.1,0,0,1,0,Drama,108
Genesis,5.9,0,0,1,0,Comedy,111
In Secret,6.1,0,0,1,0,Crime;Drama;Thriller,107
Never Surrender: A Galaxy Quest Documentary,7.6,0,0,1,0,Documentary,95
Rare Birds,6.4,0,0,1,0,Comedy;Drama;Mystery;Romance,99
Forbidden World,5.2,0,0,1,0,Horror;Sci-Fi,77
Hatchet II,5.5,0,0,1,0,Action;Comedy;Horror;Thriller,85
Somebody Up There Likes Me,5.8,0,0,1,0,Biography;Drama;Sport,113
Breakin' 2: Electric Boogaloo,5.1,0,0,1,0,Comedy;Drama;Musical,94
Fear X,6,0,0,1,0,Drama;Mystery;Thriller,91
King of Thieves,5.5,0,0,1,0,Crime;Drama,108
A Spell to Ward Off the Darkness,6.2,0,0,1,0,Documentary;Music,98
A Friend Is a Treasure,7.2,0,0,1,0,Adventure;Comedy;Action,108
Dementia 13,5.7,0,0,1,0,Horror;Thriller,75
Bookies,6,0,0,1,0,Comedy;Crime;Drama;Thriller,88
Midaq Alley,7.4,0,0,1,0,Drama;Romance,140
Reset,7.3,0,0,1,0,Horror;Mystery;Thriller,92
Shanghai,7.2,0,0,1,0,Crime;Drama;Mystery;Romance;Thriller,105
Take Me to the River,6.9,0,0,1,0,Drama,84
Antarctica: Ice & Sky,6.9,0,0,1,0,Documentary;Adventure;Biography,89
I Bury the Living,6.3,0,0,1,0,Horror,77
Living Among Us,5.2,0,0,1,0,Comedy;Fantasy;Horror;Sci-Fi;Thriller,87
White of the Eye,6.2,0,0,1,0,Horror;Thriller,110
11/8/16,5.3,0,0,1,0,News,
Remembrance,7.2,0,0,1,0,Drama;Romance;War,105
Uncovered: The War on Iraq,7.5,0,0,1,0,Documentary;History;War,83
Laila's Birthday,6.6,0,0,1,0,Drama,71
Malevolence,5.1,0,0,1,0,Crime;Horror;Mystery;Thriller,90
The Jackie Robinson Story,6.4,0,0,1,0,Biography;Drama;Sport,77
Autumn Lights,6.7,0,0,1,0,Drama;Mystery,98
Taste of Fear,7.4,0,0,1,0,Horror;Thriller,81
Curtains,5.7,0,0,1,0,Horror;Mystery;Thriller,89
Tales from the Organ Trade,7.3,0,0,1,0,Documentary;Crime,82
Bad Kids of Crestview Academy,5.6,0,0,1,0,Action;Comedy;Thriller,100
It Happened on Fifth Avenue,7.7,0,0,1,0,Comedy;Music;Romance,116
By the Time It Gets Dark,6.5,0,0,1,0,Drama,105
Coldplay: Live 2003,8.5,0,0,1,0,Documentary;Music,130
Theri,7.1,0,0,1,0,Action;Drama,157
These Girls,5.5,0,0,1,0,Comedy;Drama,92
J.D.'s Revenge,6,0,0,1,0,Action;Horror;Thriller,96
Chhoti Si Baat,8.3,0,0,1,0,Comedy;Romance,123
Kabhi Kabhie,7.5,0,0,1,0,Drama,178
The Bridge at Remagen,6.7,0,0,1,0,Action;Drama;War,115
For My Father,7.3,0,0,1,0,Drama,100
Teenage,6.6,0,0,1,0,Documentary;History,78
Off the Black,6.6,0,0,1,0,Drama,90
Along for the Ride,6.7,0,0,1,0,Drama;Romance,99
Tuff Turf,6.2,0,0,1,0,Action;Comedy;Drama,112
The English Teacher,5.8,0,0,1,0,Comedy;Drama,93
The Lost Arcade,6.6,0,0,1,0,Documentary,79
Low Down,6.1,0,0,1,0,Biography;Drama;Music,114
Where the Trail Ends,7.7,0,0,1,0,Documentary;Adventure;Drama;Sport,88
The Salt of Life,6.3,0,0,1,0,Comedy;Romance,90
Assault on Wall Street,6,0,0,1,0,Action;Crime;Thriller,99
7 Days in Syria,8.9,0,0,1,0,Documentary;Drama;War,75
The Emperor Jones,6.4,0,0,1,0,Drama;Music,72
Here and There,6.3,0,0,1,0,Drama,106
The One-Armed Swordsman,7.4,0,0,1,0,Action;Drama,115
Motorama,6.4,0,0,1,0,Adventure;Comedy;Crime;Drama;Fantasy;Mystery;Sci-Fi;Thriller,90
The Royal Tailor,7,0,0,1,0,Drama,127
The End of Poverty?,7.4,0,0,1,0,Documentary,106
What Did You Do in the War; Daddy?,6.8,0,0,1,0,Comedy;War,116
Fragile,6.1,0,0,1,0,Horror;Mystery;Thriller,101
The Mighty Celt,6.8,0,0,1,0,Drama,82
Rescue in the Philippines: Refuge from the Holocaust,7,0,0,1,0,Documentary;War,57
Summer,6.8,0,0,1,0,Biography;Music;Romance,126
Clan of the White Lotus,7.3,0,0,1,0,Action;Drama,95
The Deadly Companions,6.1,0,0,1,0,Adventure;Western,93
Stick Man,7.1,0,0,1,0,Animation;Short;Adventure;Family,27
The Magic Flute,6.6,0,0,1,0,Comedy;Fantasy;Music;Romance,135
George Carlin: George's Best Stuff,8.4,0,0,1,0,Documentary;Comedy,87
Load Wedding,7.5,0,0,1,0,Adventure;Comedy;Drama;Family;Romance,135
uwantme2killhim?,6.3,0,0,1,0,Drama;Thriller,92
Madman,5.3,0,0,1,0,Horror;Thriller,88
A Guy Thing,5.6,0,0,1,0,Comedy;Romance,101
Terror Train,5.9,0,0,1,0,Horror;Mystery;Thriller,97
Combat Shock,6.4,0,0,1,0,Drama;Horror;Thriller;War,91
Down to Earth,5.5,0,0,1,0,Comedy;Fantasy,87
The Heavenly Kid,6.4,0,0,1,0,Comedy;Fantasy;Romance,90
The Fitzgerald Family Christmas,6.2,0,0,1,0,Drama,99
The Lullaby,4.4,0,0,1,0,Horror,86
7 Chinese Brothers,5.6,0,0,1,0,Comedy,76
Hearing Is Believing,8.7,0,0,1,0,Documentary;Biography;Family;Music,104
Passion,5.3,0,0,1,0,Drama,127
The Demons,6.7,0,0,1,0,Horror,118
Biswa Kalyan Rath : Biswa Mast Aadmi,8.4,0,0,1,0,Comedy,75
Only Old Men Are Going to Battle,8.4,0,0,1,0,Comedy;Drama;War,92
F/X2,5.9,0,0,1,0,Action;Thriller,108
The Yellow Birds,5.7,0,0,1,0,Drama;War,94
Angelica,4.9,0,0,1,0,Drama;Thriller,95
Torn,5.9,0,0,1,0,Crime;Drama;Mystery;Thriller,
Zakir Khan : Haq Se Single,8.6,0,0,1,0,Comedy,90
Trial by Fire,6.8,0,0,1,0,Biography;Drama,127
The Calling,5.8,0,0,1,0,Drama;Thriller,108
Dust in the Wind,7.7,0,0,1,0,Drama;Romance,109
The Song of Sway Lake,6,0,0,1,0,Drama;Music;Romance,94
Sebastian Maniscalco: Aren't You Embarrassed?,7.8,0,0,1,0,Documentary;Comedy,63
Daughter of Mine,6.1,0,0,1,0,Drama,97
Doomsdays,6.7,0,0,1,0,Drama,91
The Incredible Hulk Returns,5.8,0,0,1,0,Action;Adventure;Drama;Fantasy;Sci-Fi,100
How Much Does Your Building Weigh; Mr Foster?,7.1,0,0,1,0,Documentary;Biography,78
Therapy for a Vampire,6.3,0,0,1,0,Comedy;Horror,87
One Small Hitch,6.6,0,0,1,0,Comedy;Romance,105
Bon Voyage; Charlie Brown (and Don't Come Back!),7.3,0,0,1,0,Animation;Adventure;Comedy;Family,75
The Devil's Arithmetic,6.5,0,0,1,0,Drama;Fantasy;War,95
Bhoomi,5.4,0,0,1,0,Action;Drama,136
The Wind Journeys,7.4,0,0,1,0,Drama;Music,117
Memoir of War,6.2,0,0,1,0,Drama,127
Ladies in Lavender,7,0,0,1,0,Drama;Music;Romance,104
OC87: The Obsessive Compulsive; Major Depression; Bipolar; Asperger's Movie,6.4,0,0,1,0,Documentary;Biography,100
Stand Clear of the Closing Doors,6.3,0,0,1,0,Drama,102
The Light Thief,6.4,0,0,1,0,Drama,80
Veronika Decides to Die,6.4,0,0,1,0,Drama;Romance,103
Hell Drivers,7.2,0,0,1,0,Crime;Drama;Thriller,108
Leviathan,5.8,0,0,1,0,Adventure;Horror;Mystery;Sci-Fi;Thriller,98
Doug Stanhope: No Refunds,8.2,0,0,1,0,Documentary;Comedy,61
The Lottery,7,0,0,1,0,Drama;Horror;Thriller,100
Heidi Fleiss: Hollywood Madam,6.5,0,0,1,0,Documentary;Biography,106
Abraham Lincoln,5.7,0,0,1,0,Biography;Drama;History,110
There's Something Wrong with Aunt Diane,6.7,0,0,1,0,Documentary,101
Casino Jack,6.2,0,0,1,0,Biography;Comedy;Crime;Drama,108
Take Me Home,6.8,0,0,1,0,Comedy;Romance,97
Cinderella,7.8,0,0,1,1,Drama;Family;Fantasy;Romance,105
In Dubious Battle,6.1,0,0,1,0,Crime;Drama;History;Thriller;Western,110
George Carlin: Playin' with Your Head,8.1,0,0,1,0,Documentary;Comedy,60
Wasted on the Young,5.9,0,0,1,0,Drama;Thriller,97
Bickford Shmeckler's Cool Ideas,5.7,0,0,1,0,Comedy;Romance,79
Khumba,5.7,0,0,1,0,Animation;Adventure;Family,85
Regression,5.7,0,0,1,0,Crime;Drama;Mystery;Thriller,106
Panfilov's 28 Men,6.8,0,0,1,0,Action;Drama;History;War,121
Vivah,6.6,0,0,1,0,Drama;Family;Musical;Romance,160
Long Distance Revolutionary: A Journey with Mumia Abu-Jamal,7.6,0,0,1,0,Documentary;Biography;History,120
Poverty; Inc.,7.7,0,0,1,0,Documentary;History;News,94
Secret Reunion,6.9,0,0,1,0,Action;Drama;Thriller,117
Powder Blue,6.3,0,0,1,0,Drama,106
Hello Mary Lou: Prom Night II,5.7,0,0,1,0,Horror;Thriller,97
Lady in a Cage,6.9,0,0,1,0,Drama;Horror;Thriller,94
The Shelter,3.6,0,0,1,0,Drama;Sci-Fi,95
Double Take,6.2,0,0,1,0,Action;Comedy;Crime;Thriller,88
Ghostbox Cowboy,4.7,0,0,1,0,Action;Adventure;Comedy;Crime;Drama;Thriller,90
Enter Nowhere,6.5,0,0,1,0,Mystery;Sci-Fi;Thriller,90
The Unforgiven,6.7,0,0,1,0,Drama;Romance;Western,125
Violet & Daisy,6.1,0,0,1,0,Action;Comedy;Crime;Drama;Thriller,88
Exhibition,5.8,0,0,1,0,Drama,104
The Escort,6,0,0,1,0,Comedy;Drama;Romance,88
Assaulted: Civil Rights Under Fire,7,0,0,1,0,Documentary,79
The Who: The Kids Are Alright,8.1,0,0,1,0,Documentary;Music,109
The Baby of Mâcon,7,0,0,1,0,Drama;History,122
Friends,6.6,0,0,1,0,Comedy;Romance,22
Baar Baar Dekho,5.3,0,0,1,0,Comedy;Drama;Romance;Sci-Fi,141
Never Steady; Never Still,6,0,0,1,0,Drama,112
United in Anger: A History of ACT UP,7.5,0,0,1,0,Documentary,93
The Stray,5.4,0,0,1,0,Drama;Family,92
I; Anna,6,0,0,1,0,Drama;Thriller,93
Bigil,6.9,0,0,1,0,Action;Drama;Sport,179
Heckler,6.1,0,0,1,0,Documentary;Comedy,80
Pushing Hands,7.3,0,0,1,0,Comedy;Drama,105
A Five Star Life,6.3,0,0,1,0,Drama;Romance,85
Half Light,6,0,0,1,0,Drama;Horror;Mystery;Romance;Thriller,110
Jaffa,6.9,0,0,1,0,Drama,106
Mail Order Wife,6.3,0,0,1,0,Comedy,92
Refusenik,7.9,0,0,1,0,Documentary,120
Michael Jordan: His Airness,8.1,0,0,1,0,Documentary;Biography;Sport,55
Battles Without Honor and Humanity: Deadly Fight in Hiroshima,7.6,0,0,1,0,Action;Crime;Drama;History,100
Left Behind,4.5,0,0,1,0,Action;Drama;Fantasy;Mystery;Thriller,110
The Hiding Place,7.5,0,0,1,0,Biography;Drama;History;War,150
CBGB,6.6,0,0,1,0,Drama;Music,102
I Used to Be Darker,5.6,0,0,1,0,Drama;Music,89
Dead or Alive,6.8,0,0,1,0,Action;Adventure,87
The Hunting of the President,6.8,0,0,1,0,Documentary,90
The Oblong Box,6.1,0,0,1,0,Horror,96
Nothing Like the Holidays,6.1,0,0,1,0,Comedy;Drama;Romance,98
C.H.U.D.,5.6,0,0,1,0,Horror;Sci-Fi,88
The Killer Is Loose,6.6,0,0,1,0,Crime;Drama;Film-Noir;Thriller,73
Detective Chinatown,6.6,0,0,1,0,Action;Comedy;Mystery,136
Phantasm: Ravager,5,0,0,1,0,Action;Fantasy;Horror,85
Charlotte Rampling: The Look,6.8,0,0,1,0,Documentary,99
The Vessel,5.3,0,0,1,0,Drama,86
A Fat Wreck,7,0,0,1,0,Documentary;Music,88
The World Made Straight,5.5,0,0,1,0,Drama,119
Orphans,7,0,0,1,0,Comedy;Drama,101
Phil Spector,6.2,0,0,1,0,Biography;Drama;Music,92
Waqt: The Race Against Time,6.8,0,0,1,0,Comedy;Drama;Family;Musical;Romance,153
Streamers,6.5,0,0,1,0,Crime;Drama;War,118
Mexican Gangster,4.1,0,0,1,0,Action;Crime,101
Christmas in the Clouds,6.4,0,0,1,0,Comedy;Family;Romance,96
The Golden Era,6.3,0,0,1,0,Biography;Drama;Romance,177
Tenderness,5.5,0,0,1,0,Crime;Drama;Thriller,101
Whitewash,5.8,0,0,1,0,Drama;Thriller,90
Wish Upon,5,0,0,1,0,Drama;Fantasy;Horror;Mystery;Thriller,90
Kelly + Victor,5.7,0,0,1,0,Drama,95
The Weight of Water,5.9,0,0,1,0,Crime;Drama;Mystery;Thriller,114
The Wedding Year,5.5,0,0,1,0,Comedy,90
Africa Screams,6.2,0,0,1,0,Action;Adventure;Comedy,79
The Ash Lad: In the Hall of the Mountain King,6.1,0,0,1,0,Adventure;Family,104
Come Drink with Me,6.9,0,0,1,0,Action;Crime,91
Square One,9.3,0,0,1,0,Documentary;Drama;Music,83
The Devil's Carnival,6.4,0,0,1,0,Horror;Musical,56
Tough Guy: The Bob Probert Story,7.4,0,0,1,0,Documentary;Biography;Sport,94
Almost Friends,5.9,0,0,1,0,Comedy;Drama,101
Chandni,6.8,0,0,1,0,Drama;Musical;Romance,186
Love Stinks,5.8,0,0,1,0,Comedy,94
Australia: Land Beyond Time,7.5,0,0,1,0,Documentary;Short,42
Local Color,6.9,0,0,1,0,Drama,107
The Wasted Times,7,0,0,1,0,Drama,125
Path to War,7.3,0,0,1,0,Biography;Drama;War,165
Vampire Cleanup Department,5.8,0,0,1,0,Action;Comedy;Horror,93
Attack of the Killer Tomatoes!,4.6,0,0,1,0,Adventure;Comedy;Horror;Musical;Sci-Fi,83
Ava,6.7,0,0,1,0,Action;Crime;Drama;Mystery;Thriller,
Forgetting the Girl,5.3,0,0,1,0,Drama;Thriller,85
Nuclear Nation,6,0,0,1,0,Documentary,96
Partisan,5.8,0,0,1,0,Drama;Thriller,94
Circle of Iron,5.9,0,0,1,0,Action;Adventure;Fantasy,102
Golgo 13: The Professional,6.8,0,0,1,0,Animation;Action;Crime;Drama;Thriller,94
Red Knot,5.2,0,0,1,0,Drama,80
Jomonte Suvisheshangal,6.7,0,0,1,0,Comedy;Drama;Family,156
The Viral Factor,5.9,0,0,1,0,Action;Drama;Thriller,122
American Teacher,6.8,0,0,1,0,Documentary;Biography;History;News,81
Another Happy Day,6.1,0,0,1,0,Comedy;Drama,119
Broken Ceiling,7.4,0,0,1,0,Drama,90
Caroline and Jackie,6.4,0,0,1,0,Drama;Mystery,85
What We Do Is Secret,6.4,0,0,1,0,Biography;Drama;Music,92
Atari: Game Over,6.7,0,0,1,0,Documentary,66
Ninja: Shadow of a Tear,6.2,0,0,1,0,Action;Thriller,95
Mama Africa,7,0,0,1,0,Documentary;Biography;Music,90
$ellebrity,5.5,0,0,1,0,Documentary,89
Preaching to the Perverted,6,0,0,1,0,Comedy;Drama,100
Brick Lane,6.6,0,0,1,0,Drama,102
The Door,6.7,0,0,1,0,Horror,96
Lucky and Zorba,7.1,0,0,1,0,Animation;Comedy;Drama;Family;Musical,75
The Heart of Man,8.2,0,0,1,0,Documentary,76
The Window,6.7,0,0,1,0,Drama;Film-Noir;Thriller,73
Miracle Run,7.4,0,0,1,0,Drama,120
Policeman,6.3,0,0,1,0,Drama,105
Mythica: A Quest for Heroes,5.8,0,0,1,0,Action;Adventure;Fantasy,92
Blood Car,5.3,0,0,1,0,Comedy;Horror,82
Demon,6.1,0,0,1,0,Action;Crime;Thriller,170
Dream a Little Dream,5.9,0,0,1,0,Comedy;Drama;Romance,114
Wendigo,5,0,0,1,0,Horror;Mystery;Thriller,91
Abundant Acreage Available,5.8,0,0,1,0,Drama,80
The Story of Lovers Rock,6.5,0,0,1,0,Documentary;Family;Music,97
Prem Ratan Dhan Payo,4.5,0,0,1,0,Action;Drama;Musical;Romance,164
Bad Ass,5.5,0,0,1,0,Action;Comedy;Crime;Drama,90
The Mind's Eye,4.6,0,0,1,0,Action;Horror;Sci-Fi,87
Perfect Obedience,6.4,0,0,1,0,Drama,99
Madame Tutli-Putli,7.2,0,0,1,0,Animation;Short;Thriller,17
Outcast,5.3,0,0,1,0,Drama;Horror,60
Park Avenue: Money; Power & The American Dream,7.4,0,0,1,0,Documentary,
Nobel Son,6.3,0,0,1,0,Comedy;Crime;Drama;Thriller,110
Web Junkie,6.4,0,0,1,0,Documentary;Biography;Drama,74
Sharknado 2: The Second One,4,0,0,1,0,Action;Adventure;Comedy;Horror;Sci-Fi;Thriller,95
Shakespeare High,7.2,0,0,1,0,Documentary,82
Halima's Path,8.1,0,0,1,0,Drama,97
Ed and His Dead Mother,6,0,0,1,0,Comedy;Horror,93
Chillerama,5.7,0,0,1,0,Action;Comedy;Horror;Sci-Fi,120
The Last Witness,5.5,0,0,1,0,History;Thriller,97
Hollow,5.7,0,0,1,0,Horror;Mystery;Thriller,91
Marilyn Hotchkiss' Ballroom Dancing & Charm School,6.5,0,0,1,0,Comedy;Drama;Musical;Romance,103
Children Shouldn't Play with Dead Things,5.5,0,0,1,0,Comedy;Horror,87
Videocracy,6.5,0,0,1,0,Documentary,85
Troubled Water,7.6,0,0,1,0,Drama;Music,115
RFK Must Die: The Assassination of Bobby Kennedy,7.3,0,0,1,0,Documentary,102
Adam Resurrected,6.3,0,0,1,0,Drama;War,106
Flowers in the Attic,5.8,0,0,1,0,Drama;Horror;Mystery;Thriller,86
Lifted,6.6,0,0,1,0,Drama,108
Article 99,6.1,0,0,1,0,Drama;Comedy,100
Maya the Bee Movie,5.9,0,0,1,0,Animation;Adventure;Comedy;Family,89
A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman,5.9,0,0,1,0,Animation;Comedy,85
Rainy Dog,7.1,0,0,1,0,Crime;Drama,95
Muhammad Ali's Greatest Fight,6.7,0,0,1,0,Biography;Drama,97
Plush,5.3,0,0,1,0,Drama;Music;Romance;Thriller,99
April 9th,6.6,0,0,1,0,Drama;History;War,93
Aaltra,7.1,0,0,1,0,Comedy;Drama,92
The Discoverers,5.7,0,0,1,0,Comedy,104
Britain's Greatest Codebreaker,7,0,0,1,0,Documentary;Biography;Drama,62
Something to Sing About,6.3,0,0,1,0,Comedy;Musical,93
Video Games: The Movie,6.1,0,0,1,0,Documentary;Animation;History,101
A Summer Dress,7,0,0,1,0,Short;Comedy;Drama;Romance,15
Kanan Gill: Keep It Real,8.1,0,0,1,0,Comedy,65
Grateful Dawg,7.2,0,0,1,0,Documentary,81
The Gamers: Dorkness Rising,7.4,0,0,1,0,Action;Adventure;Comedy;Fantasy,105
The Dark Backward,5.8,0,0,1,0,Comedy,101
Half of a Yellow Sun,6.1,0,0,1,0,Drama;Romance,111
Sweeney Todd,6.9,0,0,1,0,Drama;Horror;Musical;Thriller,116
Fleetwood Mac: The Dance,8.7,0,0,1,0,Documentary;Music,90
The Great New Wonderful,5.6,0,0,1,0,Comedy;Drama;Romance,87
Bio-Dome,4.5,0,0,1,0,Comedy,88
Road to the Well,6.8,0,0,1,0,Comedy;Drama;Thriller,108
Collaborator,6,0,0,1,0,Comedy;Drama;Thriller,87
A Short History of Decay,5.9,0,0,1,0,Comedy,94
The Pirogue,6.7,0,0,1,0,Drama,87
Wrath of Silence,7.1,0,0,1,0,Crime;Drama;Mystery;Thriller,120
Beloved Sisters,6.1,0,0,1,0,Drama;History;Romance,138
Split Second,6.2,0,0,1,0,Action;Crime;Horror;Sci-Fi;Thriller,90
Michael Jordan; Above and Beyond,8.5,0,0,1,0,Documentary;Sport,54
The Last Survivors,5.3,0,0,1,0,Action;Thriller,95
Hunterrr,7,0,0,1,0,Comedy;Romance,141
Mademoiselle Paradis,6.5,0,0,1,0,Drama;History,97
Neurons to Nirvana,7.7,0,0,1,0,Documentary;History;News,85
Spanish Lake,6.5,0,0,1,0,Documentary,79
Ok Jaanu,5.2,0,0,1,0,Drama;Romance,135
Escape Plan: The Extractors,4.4,0,0,1,0,Action;Crime;Thriller,97
Fake It So Real,6.5,0,0,1,0,Documentary,95
Colin Quinn: Long Story Short,7.9,0,0,1,0,Comedy,83
1 Night,5.8,0,0,1,0,Drama;Romance,80
Addicted,6.9,0,0,1,0,Drama;Thriller,106
Oblivion Verses,6.6,0,0,1,0,Drama,92
Beautiful Something,6.3,0,0,1,0,Drama;Romance,97
Preservation,4.7,0,0,1,0,Horror;Thriller,90
So Undercover,5,0,0,1,0,Action;Comedy;Crime;Drama,94
Entanglement,5.8,0,0,1,0,Comedy;Drama;Romance,85
My Lucky Stars,6.5,0,0,1,0,Action;Comedy;Crime,96
Lapland Odyssey,6.9,0,0,1,0,Comedy;Drama;Romance,92
Seethamma Vakitlo Sirimalle Chettu,7.5,0,0,1,0,Comedy;Drama;Family,159
G.I. Blues,6.3,0,0,1,0,Comedy;Musical,104
Meet the Mormons,6.9,0,0,1,0,Documentary,78
Fanny,6.8,0,0,1,0,Drama;Romance,134
Ten Little Indians,6.7,0,0,1,0,Crime;Mystery;Thriller,91
Asterix the Gaul,6.6,0,0,1,0,Animation;Action;Adventure;Comedy;Family;Fantasy,68
Cavemen,5.3,0,0,1,0,Comedy,88
Grave Encounters 2,5.1,0,0,1,0,Horror,95
Camp Takota,6.8,0,0,1,0,Comedy,95
The Atoning,4.1,0,0,1,0,Drama;Horror;Thriller,89
Dedh Ishqiya,7.1,0,0,1,0,Comedy;Drama;Romance;Thriller,152
The Mend,5.6,0,0,1,0,Comedy;Drama,111
New York Doll,7.7,0,0,1,0,Documentary;Music,75
Patch Town,5.6,0,0,1,0,Adventure;Comedy;Fantasy;Sci-Fi,85
Griffin & Phoenix,7,0,0,1,0,Comedy;Drama;Romance,102
Gigantic,6,0,0,1,0,Animation;Adventure;Comedy;Family;Fantasy;Musical,
The Final Season,6.6,0,0,1,0,Drama;Sport,119
Free the Mind,6.3,0,0,1,0,Documentary;Adventure,80
How the Beatles Changed the World,6.8,0,0,1,0,Documentary;History;Music,90
With Great Power - The Stan Lee Story,7.2,0,0,1,0,Documentary;Biography,80
Steel City,6.5,0,0,1,0,Crime;Drama;Thriller,95
The Amateurs,6.3,0,0,1,0,Comedy,96
The Ghoul,5.6,0,0,1,0,Horror;Thriller,88
